success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,generalMultiple,PROLIFIC_PID,SESSION_ID,batchId,participant_number,genuine_first,choose_pretender,total_points,pretend_instructions,nonpretend_instructions,view_history,rt,responses,question_order,correct,test_part,grid,click_log,final_grid_state,num_clicks,points,cheat,grid_number,replay_log,decision,genuine_player,cheat_player,cheater,noncheater
,instructions,32,633132,0.0-11.0-1.0,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":13245.470000023488}]",13245.705000008456,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,33,699842,0.0-11.0-0.1,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,,,,0.0,judge,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]",,,,,,0.0,"['left', 'right']",right,328.0,333.0,left,right
,instructions,34,703695,0.0-11.0-1.1,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":3851.1299999954645}]",3851.3550000207033,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,35,798446,0.0-11.0-0.2,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,,,,0.0,judge,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",,,,,,3.0,"['left', 'right']",left,330.0,328.0,right,left
,instructions,36,800207,0.0-11.0-1.2,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":1759.9549999868032}]",1760.214999987511,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,37,888880,0.0-11.0-0.3,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,,,,1.0,judge,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]",,,,,,4.0,"['left', 'right']",left,332.0,327.0,left,right
,instructions,38,892028,0.0-11.0-1.3,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":3146.3799999910407}]",3146.630000002915,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,39,949895,0.0-11.0-0.4,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,,,,0.0,judge,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]",,,,,,2.0,"['left', 'right']",left,326.0,337.0,right,left
,instructions,40,951450,0.0-11.0-1.4,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":1553.1750000081956}]",1553.4200000111014,,,,,,,,,,,,,,,,,
,survey-text,41,1040112,0.0-12.0,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,88662.49499999685,"{""debrief"":""i tried to pretend i didnt see the hints, in regards to telling between knowing if the players had hints i was seeing how long they take to click a square, i felt that the ones clicking the squares faster had the hints""}",,,,,,,,,,,,,,,,
,survey-text,42,1048023,0.0-13.0,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,,7909.610000002431,"{""worker_comments"":""thank you""}",,,,,,,,,,,,,,,,
,instructions,43,1055315,0.0-14.0,61814837a8ff57d06daa2c8c,,6127841e4e0c7416a3333c2b,6182caf0acfc3f68426d3eff,3016,347,False,False,62,1,1,"[{""page_index"":0,""viewing_time"":7289.8500000010245}]",7290.104999992764,,,,,,,,,,,,,,,,,
1.0,fullscreen,0,7740,0.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,,,,,,,,,,,,,,
,instructions,1,48386,0.0-1.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":9753.400000035763},{""page_index"":1,""viewing_time"":7549.899999976158},{""page_index"":2,""viewing_time"":10033.100000023842},{""page_index"":3,""viewing_time"":13306.699999988079}]",40643.80000001192,,,,,,,,,,,,,,,,,
,survey-multi-choice,2,75908,0.0-1.0-1.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,27520.600000023842,"{""Q0"":""... sink all ships with as <b>few clicks</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,
,instructions,3,79782,0.0-2.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":3873.100000023842}]",3873.300000011921,,,,,,,,,,,,,,,,,
,Battleships,4,96775,0.0-3.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,,"[['0', '0', '0', '0'], ['A', '0', 'B', 'B'], ['A', '0', '0', '0'], ['0', '0', '0', '0']]","{'i': [1, 1, 1, 2, 0, 3, 0, 3, 1, 0, 2], 'j': [1, 2, 3, 1, 1, 3, 3, 0, 0, 0, 0], 't': [2553, 3563.800000011921, 5796.900000035763, 8149.800000011921, 9151.800000011921, 9967.900000035763, 11238.800000011921, 12041.100000023842, 12871.800000011921, 13987.900000035763, 14908.800000011921], 'hit': ['0', 'B', 'B', '0', '0', '0', '0', '0', 'A', '0', 'A']}","[['sea', 'sea', 'unknown', 'sea'], ['ship', 'sea', 'ship', 'ship'], ['ship', 'sea', 'unknown', 'unknown'], ['sea', 'unknown', 'unknown', 'sea']]",11.0,5.0,0.0,,,,,,,
,instructions,5,145848,0.0-4.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":3638.7999999523163},{""page_index"":1,""viewing_time"":7654.900000035763},{""page_index"":2,""viewing_time"":14829.899999976158},{""page_index"":3,""viewing_time"":22947.100000023842}]",49070.89999997616,,,,,,,,,,,,,,,,,
,survey-multi-choice,6,155722,0.0-4.0-1.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,9872.899999976158,"{""Q0"":""... play the game as if the cross hints <b>were not there</b> so that I look like someone who <b>had no hints</b>""}",[0],1.0,multichoice_pretend,,,,,,,,,,,,,
,Battleships,7,186581,0.0-5.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,,"[['0', '0', '0', '0'], ['0', '0', 'B', '0'], ['0', '0', 'B', '0'], ['A', 'A', '0', '0']]","{'i': [1, 1, 1, 2, 3, 3, 3], 'j': [0, 3, 2, 2, 3, 0, 1], 't': [12575.300000011921, 13206, 13652.200000047684, 19986.400000035763, 26931.400000035763, 28287, 28778.400000035763], 'hit': ['0', '0', 'B', 'B', '0', 'A', 'A']}","[['unknown', 'unknown', 'unknown', 'unknown'], ['sea', 'unknown', 'ship', 'sea'], ['unknown', 'unknown', 'ship', 'unknown'], ['ship', 'ship', 'unknown', 'sea']]",7.0,9.0,1.0,,,,,,,
,instructions,8,194525,0.0-6.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":7943}]",7943.599999964237,,,,,,,,,,,,,,,,,
,Battleships,9,217116,0.0-7.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,pretend,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]","{'i': [1, 3, 4, 2, 2, 2, 3, 4, 4, 0, 0, 0], 'j': [3, 1, 1, 1, 0, 2, 3, 4, 3, 3, 1, 0], 't': [7333.300000011921, 13140.600000023842, 13491.300000011921, 13861.300000011921, 14213.199999988079, 14682.300000011921, 16254.300000011921, 16805.400000035763, 17136.5, 19730.100000023842, 20170.19999998808, 20500.19999998808], 'hit': ['0', '0', '0', 'A', 'A', 'A', '0', 'C', 'C', '0', 'B', 'B']}","[['ship', 'ship', 'unknown', 'sea', 'unknown'], ['unknown', 'unknown', 'unknown', 'sea', 'unknown'], ['ship', 'ship', 'ship', 'unknown', 'unknown'], ['unknown', 'sea', 'unknown', 'sea', 'unknown'], ['unknown', 'sea', 'unknown', 'ship', 'ship']]",12.0,13.0,1.0,2.0,,,,,,
,instructions,10,227814,0.0-7.0-1.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":10696}]",10696.699999988079,,,,,,,,,,,,,,,,,
,Battleships,11,242898,0.0-7.0-0.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,pretend,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['C', '0', '0', '0', 'A'], ['C', '0', 'B', '0', 'A'], ['0', '0', 'B', '0', 'A']]","{'i': [2, 2, 3, 4, 0, 0, 1, 3, 4, 3, 4, 2, 3], 'j': [3, 4, 4, 4, 1, 3, 1, 1, 2, 2, 0, 0, 0], 't': [4258.199999988079, 4634.5, 4929.299999952316, 5225.399999976158, 7072.5, 7633.299999952316, 8784.299999952316, 10096.5, 10572.599999964237, 10862.399999976158, 12299.399999976158, 12700.399999976158, 13005.599999964237], 'hit': ['0', 'A', 'A', 'A', '0', '0', '0', '0', 'B', 'B', '0', 'C', 'C']}","[['unknown', 'sea', 'unknown', 'sea', 'unknown'], ['unknown', 'sea', 'unknown', 'unknown', 'unknown'], ['ship', 'unknown', 'unknown', 'sea', 'ship'], ['ship', 'sea', 'ship', 'unknown', 'ship'], ['sea', 'unknown', 'ship', 'unknown', 'ship']]",13.0,12.0,1.0,5.0,,,,,,
,instructions,12,244126,0.0-7.0-1.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1227.1000000238419}]",1227.6000000238419,,,,,,,,,,,,,,,,,
,Battleships,13,256699,0.0-7.0-0.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,pretend,"[['C', 'C', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['B', 'B', '0', 'A', '0'], ['0', '0', '0', 'A', '0'], ['0', '0', '0', 'A', '0']]","{'i': [2, 3, 4, 2, 3, 4, 2, 2, 0, 1, 0, 0], 'j': [3, 3, 3, 4, 1, 0, 0, 1, 3, 1, 0, 1], 't': [1711.5, 1961.699999988079, 2237.399999976158, 3568.5, 6102.600000023842, 7264.899999976158, 7994.5, 8240.5, 9101.5, 9877.5, 10252.5, 10483.800000011921], 'hit': ['A', 'A', 'A', '0', '0', '0', 'B', 'B', '0', '0', 'C', 'C']}","[['ship', 'ship', 'unknown', 'sea', 'unknown'], ['unknown', 'sea', 'unknown', 'unknown', 'unknown'], ['ship', 'ship', 'unknown', 'ship', 'sea'], ['unknown', 'sea', 'unknown', 'ship', 'unknown'], ['sea', 'unknown', 'unknown', 'ship', 'unknown']]",12.0,13.0,1.0,1.0,,,,,,
,instructions,14,257890,0.0-7.0-1.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1189.7000000476837}]",1190.0,,,,,,,,,,,,,,,,,
,Battleships,15,270350,0.0-7.0-0.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,pretend,"[['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', 'B', 'B']]","{'i': [1, 2, 3, 3, 3, 2, 4, 4, 0, 1, 0, 0, 1], 'j': [0, 0, 0, 1, 2, 4, 3, 4, 2, 2, 3, 4, 3], 't': [2921.300000011921, 3230.699999988079, 3516.800000011921, 3788.199999988079, 4088.099999964237, 4838.699999988079, 5163.899999976158, 5404.699999988079, 6270.800000011921, 6495.599999964237, 8733.699999988079, 9874.599999964237, 10371.399999976158], 'hit': ['0', '0', 'A', 'A', 'A', '0', 'B', 'B', '0', '0', 'C', '0', 'C']}","[['unknown', 'unknown', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'sea', 'ship', 'unknown'], ['sea', 'unknown', 'unknown', 'unknown', 'sea'], ['ship', 'ship', 'ship', 'unknown', 'unknown'], ['unknown', 'unknown', 'unknown', 'ship', 'ship']]",13.0,12.0,1.0,7.0,,,,,,
,instructions,16,271213,0.0-7.0-1.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":861.6999999880791}]",861.8999999761581,,,,,,,,,,,,,,,,,
,Battleships,17,279867,0.0-7.0-0.4,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,pretend,"[['0', '0', '0', 'B', '0'], ['0', '0', '0', 'B', '0'], ['C', 'C', '0', '0', 'A'], ['0', '0', '0', '0', 'A'], ['0', '0', '0', '0', 'A']]","{'i': [4, 4, 4, 3, 2, 2, 1, 0, 0, 0, 3, 2, 2], 'j': [3, 2, 4, 4, 4, 3, 3, 3, 4, 1, 0, 1, 0], 't': [1818.7999999523163, 2138.7999999523163, 2439.699999988079, 2860.199999988079, 3140.899999976158, 3450.899999976158, 3851.7999999523163, 4121.799999952316, 4617.899999976158, 5122.799999952316, 5999, 6339.899999976158, 6580.099999964237], 'hit': ['0', '0', 'A', 'A', 'A', '0', 'B', 'B', '0', '0', '0', 'C', 'C']}","[['unknown', 'sea', 'unknown', 'ship', 'sea'], ['unknown', 'unknown', 'unknown', 'ship', 'unknown'], ['ship', 'ship', 'unknown', 'sea', 'ship'], ['sea', 'unknown', 'unknown', 'unknown', 'ship'], ['unknown', 'unknown', 'sea', 'sea', 'ship']]",13.0,12.0,1.0,6.0,,,,,,
,instructions,18,280840,0.0-7.0-1.4,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":971.7000000476837}]",972.0,,,,,,,,,,,,,,,,,
,instructions,19,290088,0.0-8.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":9247.200000047684}]",9247.5,,,,,,,,,,,,,,,,,
,Battleships,20,309701,0.0-9.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,non-pretend,"[['0', 'A', '0', '0', '0'], ['0', 'A', '0', 'B', 'B'], ['0', 'A', '0', '0', '0'], ['0', '0', 'C', '0', '0'], ['0', '0', 'C', '0', '0']]","{'i': [2, 2, 3, 3, 0, 1, 1, 2, 0, 4, 4, 1, 1, 1, 0, 3, 3, 4], 'j': [4, 3, 3, 0, 2, 1, 0, 1, 1, 3, 1, 4, 3, 2, 4, 2, 1, 2], 't': [1519, 2058.599999964237, 2784.599999964237, 3771.599999964237, 4477.599999964237, 5218.800000011921, 6354.599999964237, 7041.399999976158, 7606.699999988079, 10085.599999964237, 11011.599999964237, 11622.599999964237, 12217.699999988079, 13609.599999964237, 14345.5, 15943.599999964237, 16408.69999998808, 17525.399999976158], 'hit': ['0', '0', '0', '0', '0', 'A', '0', 'A', 'A', '0', '0', 'B', 'B', '0', '0', 'C', '0', 'C']}","[['unknown', 'ship', 'sea', 'unknown', 'sea'], ['sea', 'ship', 'sea', 'ship', 'ship'], ['unknown', 'ship', 'unknown', 'sea', 'sea'], ['sea', 'sea', 'ship', 'sea', 'unknown'], ['unknown', 'sea', 'ship', 'sea', 'unknown']]",18.0,7.0,0.0,8.0,,,,,,
,instructions,21,312357,0.0-9.0-1.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":2655}]",2655.2999999523163,,,,,,,,,,,,,,,,,
,Battleships,22,323335,0.0-9.0-0.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]","{'i': [2, 2, 2, 2, 2, 3, 4, 1, 0, 0, 4, 4], 'j': [1, 0, 2, 4, 3, 4, 4, 4, 1, 2, 0, 1], 't': [920.9000000357628, 1200.9000000357628, 1817.1000000238419, 2303, 2918, 4349.800000011921, 5507, 6068, 7119.600000023842, 7460, 8200.800000011921, 8892.100000023842], 'hit': ['B', '0', 'B', 'A', '0', 'A', '0', 'A', '0', '0', 'C', 'C']}","[['unknown', 'sea', 'sea', 'unknown', 'unknown'], ['unknown', 'unknown', 'unknown', 'unknown', 'ship'], ['sea', 'ship', 'ship', 'sea', 'ship'], ['unknown', 'unknown', 'unknown', 'unknown', 'ship'], ['ship', 'ship', 'unknown', 'unknown', 'sea']]",12.0,13.0,0.0,0.0,,,,,,
,instructions,23,324199,0.0-9.0-1.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":863}]",863.3000000119209,,,,,,,,,,,,,,,,,
,Battleships,24,337785,0.0-9.0-0.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]","{'i': [4, 0, 1, 1, 1, 3, 3, 3, 4, 2, 1, 2, 1, 0], 'j': [1, 3, 1, 2, 0, 3, 4, 2, 3, 3, 3, 1, 4, 4], 't': [760.5, 1427, 2082.599999964237, 2783.5, 3354.599999964237, 4801.5, 5427.699999988079, 6078.800000011921, 6558.599999964237, 6999.399999976158, 8065.599999964237, 9372.5, 10494.899999976158, 11480.899999976158], 'hit': ['0', '0', 'A', 'A', 'A', 'C', '0', '0', '0', 'C', '0', '0', 'B', 'B']}","[['unknown', 'unknown', 'unknown', 'sea', 'ship'], ['ship', 'ship', 'ship', 'sea', 'ship'], ['unknown', 'sea', 'unknown', 'ship', 'unknown'], ['unknown', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'unknown', 'sea', 'unknown']]",14.0,11.0,0.0,4.0,,,,,,
,instructions,25,338604,0.0-9.0-1.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":817.6000000238419}]",817.8000000119209,,,,,,,,,,,,,,,,,
,Battleships,26,350536,0.0-9.0-0.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]","{'i': [3, 4, 4, 4, 4, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2], 'j': [3, 3, 4, 2, 1, 0, 1, 2, 4, 3, 4, 4, 1, 0, 2, 3], 't': [907.7999999523163, 1318.5999999642372, 2375.699999988079, 2840.7999999523163, 3386.699999988079, 4252.699999988079, 4487.799999952316, 4878.699999988079, 5393.699999988079, 5899.799999952316, 6521, 6930.799999952316, 7782.899999976158, 8509.699999988079, 9018.899999976158, 9844.699999988079], 'hit': ['0', 'C', '0', 'C', '0', '0', '0', '0', 'B', '0', 'B', '0', 'A', '0', 'A', 'A']}","[['unknown', 'unknown', 'unknown', 'unknown', 'ship'], ['sea', 'sea', 'sea', 'sea', 'ship'], ['sea', 'ship', 'ship', 'ship', 'sea'], ['unknown', 'unknown', 'unknown', 'sea', 'unknown'], ['unknown', 'sea', 'ship', 'ship', 'sea']]",16.0,9.0,0.0,3.0,,,,,,
,instructions,27,351618,0.0-9.0-1.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1080.5}]",1080.9000000357628,,,,,,,,,,,,,,,,,
,Battleships,28,369088,0.0-9.0-0.4,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,,non-pretend,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]","{'i': [3, 3, 3, 1, 1, 1, 0, 3, 4, 4, 2, 2, 2, 1, 0, 0, 0, 4, 4, 4, 1, 2, 3, 2], 'j': [4, 3, 2, 0, 1, 3, 4, 0, 0, 1, 2, 1, 3, 2, 2, 1, 0, 4, 3, 2, 4, 4, 1, 0], 't': [1257.3999999761581, 1529.199999988079, 1868.300000011921, 2644.399999976158, 2910.600000023842, 3666.199999988079, 4111.600000023842, 5023.399999976158, 5448.300000011921, 5769.300000011921, 6460.399999976158, 6976.399999976158, 7466.399999976158, 7997.399999976158, 8808.5, 9039.300000011921, 10015.300000011921, 10711.300000011921, 11142.399999976158, 12003.300000011921, 13770.300000011921, 14311.300000011921, 14957.5, 15382.199999988079], 'hit': ['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', 'A', 'A', '0', '0', '0', 'B', 'B', 'C', 'C', '0', '0', '0', '0', 'A']}","[['ship', 'ship', 'sea', 'unknown', 'sea'], ['sea', 'sea', 'sea', 'sea', 'sea'], ['ship', 'ship', 'ship', 'sea', 'sea'], ['sea', 'sea', 'sea', 'sea', 'sea'], ['sea', 'sea', 'sea', 'ship', 'ship']]",24.0,1.0,0.0,2.0,,,,,,
,instructions,29,370288,0.0-9.0-1.4,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1200.199999988079}]",1200.3999999761581,,,,,,,,,,,,,,,,,
,instructions,30,389383,0.0-10.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":7264.199999988079},{""page_index"":1,""viewing_time"":11830}]",19094.400000035763,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,31,454481,0.0-11.0-0.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,0.0,judge,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",,,,,,3.0,"['left', 'right', 'right']",right,329.0,328.0,left,right
,instructions,32,466877,0.0-11.0-1.0,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":12394.699999988079}]",12395.099999964237,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,33,547900,0.0-11.0-0.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,1.0,judge,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]",,,,,,4.0,"['left', 'right']",right,330.0,336.0,right,left
,instructions,34,549790,0.0-11.0-1.1,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1888.699999988079}]",1889.0,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,35,615392,0.0-11.0-0.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,0.0,judge,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]",,,,,,2.0,"['left', 'right']",left,338.0,336.0,right,left
,instructions,36,617815,0.0-11.0-1.2,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":2421.300000011921}]",2421.599999964237,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,37,708818,0.0-11.0-0.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,,,,,1.0,judge,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]",,,,,,0.0,"['left', 'right']",left,330.0,333.0,left,right
,instructions,38,710456,0.0-11.0-1.3,61814837a8ff57d06daa2c8c,,603f6ea3c439b514c173633d,6182caef7d90cbfe4b3ce9ba,3016,345,False,True,71,1,1,"[{""page_index"":0,""viewing_time"":1636.5}]",1636.9000000357628,,,,,,,,,,,,,,,,,
